name,category,year,gender,nationality,age_at_award,filename,portrait_url,portrait_error
Martin Lewis Perl,Nobel Prize in Physics,,male,United States,,Martin_Lewis_Perl.png,https://commons.wikimedia.org/wiki/Special:FilePath/Martin Perl - tau.jpg?width=512,
Norman Foster Ramsey,Nobel Prize in Physics,,male,United States,,Norman_Foster_Ramsey.png,https://commons.wikimedia.org/wiki/Special:FilePath/HD.4G.049 (10537741015) crop.jpg?width=512,Download failed
Sheldon Glashow,Nobel Prize in Physics,,male,United States,,Sheldon_Glashow.png,https://commons.wikimedia.org/wiki/Special:FilePath/Sheldon Glashow at Harvard.jpg?width=512,
Ben Roy Mottelson,Nobel Prize in Physics,,male,United States,,Ben_Roy_Mottelson.png,"https://commons.wikimedia.org/wiki/Special:FilePath/Mottelson,Ben 1963 Kopenhagen.jpg?width=512",
Ben Roy Mottelson,Nobel Prize in Physics,,male,Kingdom of Denmark,,Ben_Roy_Mottelson.png,https://upload.wikimedia.org/wikipedia/commons/4/47/Mottelson%2CBen_1963_Kopenhagen.jpg,
Frank Wilczek,Nobel Prize in Physics,,male,United States,,Frank_Wilczek.png,https://commons.wikimedia.org/wiki/Special:FilePath/FrankStockholm2004.jpg?width=512,Download failed
Klaus Hasselmann,Nobel Prize in Physics,,male,Germany,,Klaus_Hasselmann.png,,No portrait found anywhere
Serge Haroche,Nobel Prize in Physics,,male,France,,Serge_Haroche.png,"https://commons.wikimedia.org/wiki/Special:FilePath/Serge Haroche at Techfest, IIT Bombay.jpg?width=512",Download failed
Karl Alexander Müller,Nobel Prize in Physics,,male,Switzerland,,Karl_Alexander_Müller.png,https://commons.wikimedia.org/wiki/Special:FilePath/Karl Alexander Mueller.jpg?width=512,
Felix Bloch,Nobel Prize in Physics,,male,United States,,Felix_Bloch.png,"https://commons.wikimedia.org/wiki/Special:FilePath/ETH-BIB-Bloch, Felix (1905-1983)-Portr 03540.tif?width=512",
Felix Bloch,Nobel Prize in Physics,,male,United States,,Felix_Bloch.png,https://upload.wikimedia.org/wikipedia/commons/5/57/Bloch.jpg,
Felix Bloch,Nobel Prize in Physics,,male,Switzerland,,Felix_Bloch.png,https://upload.wikimedia.org/wikipedia/commons/5/57/Bloch.jpg,
Felix Bloch,Nobel Prize in Physics,,male,Switzerland,,Felix_Bloch.png,https://upload.wikimedia.org/wikipedia/commons/5/57/Bloch.jpg,
Charles Édouard Guillaume,Nobel Prize in Physics,,male,Switzerland,,Charles_Édouard_Guillaume.png,https://commons.wikimedia.org/wiki/Special:FilePath/Guillaume 1920.jpg?width=512,Download failed
Charles Édouard Guillaume,Nobel Prize in Physics,,male,France,,Charles_Édouard_Guillaume.png,,No portrait found anywhere
Heinrich Rohrer,Nobel Prize in Physics,,male,Switzerland,,Heinrich_Rohrer.png,https://commons.wikimedia.org/wiki/Special:FilePath/Rohrer.jpg?width=512,
Michel Mayor,Nobel Prize in Physics,,male,Switzerland,,Michel_Mayor.png,https://commons.wikimedia.org/wiki/Special:FilePath/Michel Mayor ESA20824331 (cropped).jpeg?width=512,Download failed
Didier Queloz,Nobel Prize in Physics,,male,Switzerland,,Didier_Queloz.png,"https://commons.wikimedia.org/wiki/Special:FilePath/Didier Queloz, 2012 (cropped).jpg?width=512",
Albert A. Michelson,Nobel Prize in Physics,,male,United States,,Albert_A_Michelson.png,https://commons.wikimedia.org/wiki/Special:FilePath/Albert Abraham Michelson2.jpg?width=512,Download failed
Arthur Holly Compton,Nobel Prize in Physics,,male,United States,,Arthur_Holly_Compton.png,https://commons.wikimedia.org/wiki/Special:FilePath/Arthur Compton 1927.jpg?width=512,
Robert Hofstadter,Nobel Prize in Physics,,male,United States,,Robert_Hofstadter.png,https://commons.wikimedia.org/wiki/Special:FilePath/Robert Hofstadter.jpg?width=512,
Robert A. Millikan,Nobel Prize in Physics,,male,United States,,Robert_A_Millikan.png,https://commons.wikimedia.org/wiki/Special:FilePath/Robert Andrews Millikan 1920s.jpg?width=512,
Johannes Diderik van der Waals,Nobel Prize in Physics,,male,Kingdom of the Netherlands,,Johannes_Diderik_van_der_Waals.png,https://commons.wikimedia.org/wiki/Special:FilePath/Van der Waals.jpg?width=512,
William Lawrence Bragg,Nobel Prize in Physics,,male,United Kingdom,,William_Lawrence_Bragg.png,https://commons.wikimedia.org/wiki/Special:FilePath/Wl-bragg.jpg?width=512,
William Lawrence Bragg,Nobel Prize in Physics,,male,Australia,,William_Lawrence_Bragg.png,,No portrait found anywhere
Clinton Davisson,Nobel Prize in Physics,,male,United States,,Clinton_Davisson.png,https://commons.wikimedia.org/wiki/Special:FilePath/Clinton Davisson.jpg?width=512,Download failed
Gabriel Lippmann,Nobel Prize in Physics,,male,Luxembourg,,Gabriel_Lippmann.png,https://commons.wikimedia.org/wiki/Special:FilePath/Gabriel Lippmann2.jpg?width=512,Download failed
Gabriel Lippmann,Nobel Prize in Physics,,male,France,,Gabriel_Lippmann.png,,No portrait found anywhere
Lev Landau,Nobel Prize in Physics,,male,Soviet Union,,Lev_Landau.png,https://commons.wikimedia.org/wiki/Special:FilePath/Landau.jpg?width=512,
Lev Landau,Nobel Prize in Physics,,male,Russian Empire,,Lev_Landau.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Landau.jpg/960px-Landau.jpg,
Lev Landau,Nobel Prize in Physics,,male,Azerbaijan Democratic Republic,,Lev_Landau.png,,No portrait found anywhere
Frederick Soddy,Nobel Prize in Chemistry,,male,United Kingdom,,Frederick_Soddy.png,https://commons.wikimedia.org/wiki/Special:FilePath/Frederick Soddy.jpg?width=512,
Peter Debye,Nobel Prize in Chemistry,,male,United States,,Peter_Debye.png,https://commons.wikimedia.org/wiki/Special:FilePath/Debye100.jpg?width=512,
Peter Debye,Nobel Prize in Chemistry,,male,Kingdom of the Netherlands,,Peter_Debye.png,,No portrait found anywhere
Paul Sabatier,Nobel Prize in Chemistry,,male,France,,Paul_Sabatier.png,https://commons.wikimedia.org/wiki/Special:FilePath/Paul Sabatier.jpg?width=512,Download failed
Victor Grignard,Nobel Prize in Chemistry,,male,France,,Victor_Grignard.png,https://commons.wikimedia.org/wiki/Special:FilePath/Viktor-grignard (cropped).jpg?width=512,
Benjamin List,Nobel Prize in Chemistry,,male,Germany,,Benjamin_List.png,https://commons.wikimedia.org/wiki/Special:FilePath/Empfang für Benjamin List im Rathaus Köln-7597-crop.jpg?width=512,
Ei-ichi Negishi,Nobel Prize in Chemistry,,male,Japan,,Ei-ichi_Negishi.png,https://commons.wikimedia.org/wiki/Special:FilePath/Nobel Prize 2010-Press Conference KVA-DSC 7398.jpg?width=512,
Ei-ichi Negishi,Nobel Prize in Chemistry,,male,United States,,Ei-ichi_Negishi.png,,No portrait found anywhere
Wendell Meredith Stanley,Nobel Prize in Chemistry,,male,United States,,Wendell_Meredith_Stanley.png,https://commons.wikimedia.org/wiki/Special:FilePath/Wendell Meredith Stanley.jpg?width=512,Download failed
Akira Suzuki,Nobel Prize in Chemistry,,male,Japan,,Akira_Suzuki.png,https://commons.wikimedia.org/wiki/Special:FilePath/Akira Suzuki 20111212.jpg?width=512,Download failed
John Howard Northrop,Nobel Prize in Chemistry,,male,United States,,John_Howard_Northrop.png,https://commons.wikimedia.org/wiki/Special:FilePath/John Howard Northrop.jpg?width=512,
Richard F. Heck,Nobel Prize in Chemistry,,male,United States,,Richard_F_Heck.png,https://commons.wikimedia.org/wiki/Special:FilePath/Richard Fred Heck cropped.jpg?width=512,Download failed
Ahmed Zewail,Nobel Prize in Chemistry,,male,United States,,Ahmed_Zewail.png,https://commons.wikimedia.org/wiki/Special:FilePath/Ahmed Zewail HD2009 Othmer Gold Medal portrait.JPG?width=512,
Ahmed Zewail,Nobel Prize in Chemistry,,male,Egypt,,Ahmed_Zewail.png,,No portrait found anywhere
Martin Chalfie,Nobel Prize in Chemistry,,male,United States,,Martin_Chalfie.png,"https://commons.wikimedia.org/wiki/Special:FilePath/Martin Chalfie-press conference Dec 07th, 2008-4.jpg?width=512",
Martin Chalfie,Nobel Prize in Chemistry,,male,United States,,Martin_Chalfie.png,,No portrait found anywhere
Jerome Karle,Nobel Prize in Chemistry,,male,United States,,Jerome_Karle.png,https://commons.wikimedia.org/wiki/Special:FilePath/Jerome Karle.jpg?width=512,Download failed
Jerome Karle,Nobel Prize in Chemistry,,male,United States,,Jerome_Karle.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Jerome_Karle_Portrait.jpg/960px-Jerome_Karle_Portrait.jpg,
Jerome Karle,Nobel Prize in Chemistry,,male,United States,,Jerome_Karle.png,,No portrait found anywhere
John Fenn,Nobel Prize in Chemistry,,male,United States,,John_Fenn.png,https://commons.wikimedia.org/wiki/Special:FilePath/John B Fenn01.jpg?width=512,Download failed
Richard Smalley,Nobel Prize in Chemistry,,male,United States,,Richard_Smalley.png,https://commons.wikimedia.org/wiki/Special:FilePath/Richard Smalley.png?width=512,
Alan J. Heeger,Nobel Prize in Chemistry,,male,United States,,Alan_J_Heeger.png,"https://commons.wikimedia.org/wiki/Special:FilePath/Heeger, Alan J. (1936).jpg?width=512",
James B. Sumner,Nobel Prize in Chemistry,,male,United States,,James_B_Sumner.png,https://commons.wikimedia.org/wiki/Special:FilePath/James Batcheller Sumner.jpg?width=512,Download failed
George Porter,Nobel Prize in Chemistry,,male,United Kingdom,,George_Porter.png,https://commons.wikimedia.org/wiki/Special:FilePath/George Porter Nobel.jpg?width=512,Download failed
Lars Onsager,Nobel Prize in Chemistry,,male,Norway,,Lars_Onsager.png,https://commons.wikimedia.org/wiki/Special:FilePath/Onsager 1968.jpg?width=512,Download failed
Lars Onsager,Nobel Prize in Chemistry,,male,United States,,Lars_Onsager.png,,No portrait found anywhere
Lars Onsager,Nobel Prize in Chemistry,,male,Kingdom of the Netherlands,,Lars_Onsager.png,,No portrait found anywhere
Herbert A. Hauptman,Nobel Prize in Chemistry,,male,United States,,Herbert_A_Hauptman.png,https://commons.wikimedia.org/wiki/Special:FilePath/Herbert Hauptman - UB 2009.jpg?width=512,
Jean-Marie Lehn,Nobel Prize in Chemistry,,male,France,,Jean-Marie_Lehn.png,https://commons.wikimedia.org/wiki/Special:FilePath/Jean-Marie Lehn par Claude Truong-Ngoc octobre 2018.jpg?width=512,
Thomas A. Steitz,Nobel Prize in Chemistry,,male,United States,,Thomas_A_Steitz.png,https://commons.wikimedia.org/wiki/Special:FilePath/Thomas A. Steitz.jpg?width=512,Download failed
William Giauque,Nobel Prize in Chemistry,,male,Canada,,William_Giauque.png,,No portrait found anywhere
William Giauque,Nobel Prize in Chemistry,,male,United States,,William_Giauque.png,,No portrait found anywhere
Hideki Shirakawa,Nobel Prize in Chemistry,,male,Japan,,Hideki_Shirakawa.png,https://commons.wikimedia.org/wiki/Special:FilePath/Hideki Shirakawa.jpg?width=512,Download failed
Karl Barry Sharpless,Nobel Prize in Chemistry,,male,United States,,Karl_Barry_Sharpless.png,https://commons.wikimedia.org/wiki/Special:FilePath/Barry Sharpless 02.jpg?width=512,Download failed
Robert Curl,Nobel Prize in Chemistry,,male,United States,,Robert_Curl.png,https://commons.wikimedia.org/wiki/Special:FilePath/Robert Curl crop 2009 CHAO.jpg?width=512,Download failed
William Lipscomb,Nobel Prize in Chemistry,,male,United States,,William_Lipscomb.png,https://commons.wikimedia.org/wiki/Special:FilePath/William n lipscomb jr.jpg?width=512,
Alan MacDiarmid,Nobel Prize in Chemistry,,male,United States,,Alan_MacDiarmid.png,https://commons.wikimedia.org/wiki/Special:FilePath/Alan MacDiarmid 2005.017.004e crop.tif?width=512,Download failed
Alan MacDiarmid,Nobel Prize in Chemistry,,male,New Zealand,,Alan_MacDiarmid.png,,No portrait found anywhere
William Standish Knowles,Nobel Prize in Chemistry,,male,United States,,William_Standish_Knowles.png,https://commons.wikimedia.org/wiki/Special:FilePath/Bush7NobelLaureates.jpg?width=512,Download failed
Stanford Moore,Nobel Prize in Chemistry,,male,United States,,Stanford_Moore.png,,No portrait found anywhere
Kurt Wüthrich,Nobel Prize in Chemistry,,male,Switzerland,,Kurt_Wüthrich.png,https://commons.wikimedia.org/wiki/Special:FilePath/Kurt wuethrich.jpg?width=512,Download failed
Koichi Tanaka,Nobel Prize in Chemistry,,male,Japan,,Koichi_Tanaka.png,https://commons.wikimedia.org/wiki/Special:FilePath/Koichi Tanaka 2003.jpg?width=512,
Koichi Tanaka,Nobel Prize in Chemistry,,male,Japan,,Koichi_Tanaka.png,,No portrait found anywhere
F. Sherwood Rowland,Nobel Prize in Chemistry,,male,United States,,F_Sherwood_Rowland.png,https://commons.wikimedia.org/wiki/Special:FilePath/F. Sherwood Rowland.jpg?width=512,Download failed
Richard Ernst,Nobel Prize in Chemistry,,male,Switzerland,,Richard_Ernst.png,https://commons.wikimedia.org/wiki/Special:FilePath/Richard R. Ernst 1980s (cropped).jpg?width=512,
Leopold Ružička,Nobel Prize in Chemistry,,male,Switzerland,,Leopold_Ružička.png,https://commons.wikimedia.org/wiki/Special:FilePath/Lavoslav Ružićka 1939.jpg?width=512,Download failed
Leopold Ružička,Nobel Prize in Chemistry,,male,Switzerland,,Leopold_Ružička.png,,No portrait found anywhere
Leopold Ružička,Nobel Prize in Chemistry,,male,Cisleithania,,Leopold_Ružička.png,,No portrait found anywhere
Leopold Ružička,Nobel Prize in Chemistry,,male,Cisleithania,,Leopold_Ružička.png,,No portrait found anywhere
Alfred Werner,Nobel Prize in Chemistry,,male,Switzerland,,Alfred_Werner.png,https://commons.wikimedia.org/wiki/Special:FilePath/(UAZ) AB.1.1093 Werner.tif?width=512,Download failed
Alfred Werner,Nobel Prize in Chemistry,,male,France,,Alfred_Werner.png,,No portrait found anywhere
Paul Josef Crutzen,Nobel Prize in Chemistry,,male,Germany,,Paul_Josef_Crutzen.png,https://commons.wikimedia.org/wiki/Special:FilePath/Paul Crutzen.jpg?width=512,
Paul Josef Crutzen,Nobel Prize in Chemistry,,male,Kingdom of the Netherlands,,Paul_Josef_Crutzen.png,,No portrait found anywhere
Donald J. Cram,Nobel Prize in Chemistry,,male,United States,,Donald_J_Cram.png,,No portrait found anywhere
John Cornforth,Nobel Prize in Chemistry,,male,Australia,,John_Cornforth.png,https://commons.wikimedia.org/wiki/Special:FilePath/John Cornforth 1975.jpg?width=512,Download failed
Elias James Corey,Nobel Prize in Chemistry,,male,United States,,Elias_James_Corey.png,https://commons.wikimedia.org/wiki/Special:FilePath/E.J.Coreyx240.jpg?width=512,
Thomas Cech,Nobel Prize in Chemistry,,male,United States,,Thomas_Cech.png,https://commons.wikimedia.org/wiki/Special:FilePath/Thomas Cech HD2007 Othmer Gold Medal portrait2.JPG?width=512,Download failed
Thomas Cech,Nobel Prize in Chemistry,,male,United States,,Thomas_Cech.png,https://upload.wikimedia.org/wikipedia/commons/6/68/Thomas_Robert_Cech.jpg,
Frédéric Joliot-Curie,Nobel Prize in Chemistry,,male,France,,Frédéric_Joliot-Curie.png,https://commons.wikimedia.org/wiki/Special:FilePath/Frédéric Joliot-Curie ArM.jpg?width=512,Download failed
Frédéric Joliot-Curie,Nobel Prize in Chemistry,,male,France,,Frédéric_Joliot-Curie.png,,No portrait found anywhere
Frederick Sanger,Nobel Prize in Chemistry,,male,United Kingdom,,Frederick_Sanger.png,https://commons.wikimedia.org/wiki/Special:FilePath/Frederick Sanger2.jpg?width=512,Download failed
Frederick Sanger,Nobel Prize in Chemistry,,male,United Kingdom of Great Britain and Ireland,,Frederick_Sanger.png,,No portrait found anywhere
William Howard Stein,Nobel Prize in Chemistry,,male,United States,,William_Howard_Stein.png,,No portrait found anywhere
Ryōji Noyori,Nobel Prize in Chemistry,,male,Japan,,Ryōji_Noyori.png,https://commons.wikimedia.org/wiki/Special:FilePath/Ryoji Noyori 20021212.jpg?width=512,Download failed
Odd Hassel,Nobel Prize in Chemistry,,male,Norway,,Odd_Hassel.png,https://commons.wikimedia.org/wiki/Special:FilePath/Odd Hassel.jpg?width=512,Download failed
Kary Mullis,Nobel Prize in Chemistry,,male,United States,,Kary_Mullis.png,https://commons.wikimedia.org/wiki/Special:FilePath/Kary Mullis.jpg?width=512,
Artturi Ilmari Virtanen,Nobel Prize in Chemistry,,male,Finland,,Artturi_Ilmari_Virtanen.png,https://commons.wikimedia.org/wiki/Special:FilePath/A-I-Virtanen-portrait.jpg?width=512,Download failed
Artturi Ilmari Virtanen,Nobel Prize in Chemistry,,male,Finland,,Artturi_Ilmari_Virtanen.png,,No portrait found anywhere
Artturi Ilmari Virtanen,Nobel Prize in Chemistry,,male,Grand Duchy of Finland,,Artturi_Ilmari_Virtanen.png,,No portrait found anywhere
Artturi Ilmari Virtanen,Nobel Prize in Chemistry,,male,Grand Duchy of Finland,,Artturi_Ilmari_Virtanen.png,,No portrait found anywhere
"Alexander R. Todd, Baron Todd",Nobel Prize in Chemistry,,male,United Kingdom,,Alexander_R_Todd_Baron_Todd.png,https://commons.wikimedia.org/wiki/Special:FilePath/Alexander Todd Nobel.jpg?width=512,
Harry Kroto,Nobel Prize in Chemistry,,male,United Kingdom,,Harry_Kroto.png,https://commons.wikimedia.org/wiki/Special:FilePath/Hkroto.jpg?width=512,Download failed
Jaroslav Heyrovský,Nobel Prize in Chemistry,,male,Czechoslovakia,,Jaroslav_Heyrovský.png,https://commons.wikimedia.org/wiki/Special:FilePath/Heyrovsky Jaroslav.jpg?width=512,
Roger D. Kornberg,Nobel Prize in Chemistry,,male,United States,,Roger_D_Kornberg.png,https://commons.wikimedia.org/wiki/Special:FilePath/Roger Kornberg April 2016.jpg?width=512,Download failed
Paul Flory,Nobel Prize in Chemistry,,male,United States,,Paul_Flory.png,https://commons.wikimedia.org/wiki/Special:FilePath/Paul Flory 1973.jpg?width=512,Download failed
Harold Urey,Nobel Prize in Chemistry,,male,United States,,Harold_Urey.png,"https://commons.wikimedia.org/wiki/Special:FilePath/Harold Urey, 1934.jpg?width=512",
Ilya Prigogine,Nobel Prize in Chemistry,,male,Belgium,,Ilya_Prigogine.png,https://commons.wikimedia.org/wiki/Special:FilePath/Ilya Prigogine 1977c.jpg?width=512,
Ilya Prigogine,Nobel Prize in Chemistry,,male,Russian Empire,,Ilya_Prigogine.png,,No portrait found anywhere
Irving Langmuir,Nobel Prize in Chemistry,,male,United States,,Irving_Langmuir.png,https://commons.wikimedia.org/wiki/Special:FilePath/Langmuir.jpg?width=512,
Theodor Svedberg,Nobel Prize in Chemistry,,male,Sweden,,Theodor_Svedberg.png,https://commons.wikimedia.org/wiki/Special:FilePath/The-svedberg-1.jpg?width=512,Download failed
Theodore William Richards,Nobel Prize in Chemistry,,male,United States,,Theodore_William_Richards.png,https://commons.wikimedia.org/wiki/Special:FilePath/Theodore william richards.jpg?width=512,
Arthur Harden,Nobel Prize in Chemistry,,male,United Kingdom,,Arthur_Harden.png,https://commons.wikimedia.org/wiki/Special:FilePath/ArthurHarden.jpg?width=512,
Willard Libby,Nobel Prize in Chemistry,,male,United States,,Willard_Libby.png,https://commons.wikimedia.org/wiki/Special:FilePath/Willard Libby in Lab.jpg?width=512,Download failed
Aaron Klug,Nobel Prize in Chemistry,,male,United Kingdom,,Aaron_Klug.png,https://commons.wikimedia.org/wiki/Special:FilePath/Aaron Klug 1979.jpg?width=512,
George Andrew Olah,Nobel Prize in Chemistry,,male,Hungary,,George_Andrew_Olah.png,https://commons.wikimedia.org/wiki/Special:FilePath/Oláh György előadása 8299.jpg?width=512,
George Andrew Olah,Nobel Prize in Chemistry,,male,United States,,George_Andrew_Olah.png,,No portrait found anywhere
Louis E. Brus,Nobel Prize in Chemistry,,male,United States,,Louis_E_Brus.png,https://commons.wikimedia.org/wiki/Special:FilePath/Louis E Brus.jpg?width=512,
Roger Y. Tsien,Nobel Prize in Chemistry,,male,United States,,Roger_Y_Tsien.png,"https://commons.wikimedia.org/wiki/Special:FilePath/Roger Tsien-press conference Dec 07th, 2008-2.jpg?width=512",
Robert H. Grubbs,Nobel Prize in Chemistry,,male,United States,,Robert_H_Grubbs.png,https://commons.wikimedia.org/wiki/Special:FilePath/Robert Grubbs Royal Society.jpg?width=512,Download failed
Robert H. Grubbs,Nobel Prize in Chemistry,,male,United States,,Robert_H_Grubbs.png,,No portrait found anywhere
Yves Chauvin,Nobel Prize in Chemistry,,male,France,,Yves_Chauvin.png,"https://commons.wikimedia.org/wiki/Special:FilePath/Chauvin, Yves (1930-2015).jpg?width=512",
Richard R. Schrock,Nobel Prize in Chemistry,,male,United States,,Richard_R_Schrock.png,https://commons.wikimedia.org/wiki/Special:FilePath/R. Schrock 2012.jpg?width=512,
Norman Haworth,Nobel Prize in Chemistry,,male,United Kingdom,,Norman_Haworth.png,https://commons.wikimedia.org/wiki/Special:FilePath/Norman Haworth.jpg?width=512,
Norman Haworth,Nobel Prize in Chemistry,,male,United Kingdom of Great Britain and Ireland,,Norman_Haworth.png,,No portrait found anywhere
Osamu Shimomura,Nobel Prize in Chemistry,,male,Japan,,Osamu_Shimomura.png,"https://commons.wikimedia.org/wiki/Special:FilePath/Osamu Shimomura-press conference Dec 06th, 2008-2.jpg?width=512",Download failed
Osamu Shimomura,Nobel Prize in Chemistry,,male,Empire of Japan,,Osamu_Shimomura.png,,No portrait found anywhere
Peter D. Mitchell,Nobel Prize in Chemistry,,male,United Kingdom,,Peter_D_Mitchell.png,https://commons.wikimedia.org/wiki/Special:FilePath/36. Tagung 1986 Chemiker; Pressekonferenz Peter D. Mitchell - W134Nr.125218c - Willy Pragher (cropped).jpg?width=512,Download failed
Roderick MacKinnon,Nobel Prize in Chemistry,,male,United States,,Roderick_MacKinnon.png,"https://commons.wikimedia.org/wiki/Special:FilePath/Roderick MacKinnon, M.D..jpg?width=512",Download failed
Walter Gilbert,Nobel Prize in Chemistry,,male,United States,,Walter_Gilbert.png,https://commons.wikimedia.org/wiki/Special:FilePath/Walter Gilbert HD2008 portrait.JPG?width=512,
Kenichi Fukui,Nobel Prize in Chemistry,,male,Japan,,Kenichi_Fukui.png,https://commons.wikimedia.org/wiki/Special:FilePath/Kenichi Fukui nobel.jpg?width=512,Download failed
George Paget Thomson,Nobel Prize in Physics,,male,United Kingdom,,George_Paget_Thomson.png,https://commons.wikimedia.org/wiki/Special:FilePath/George Paget Thomson.jpg?width=512,
George Paget Thomson,Nobel Prize in Physics,,male,United Kingdom of Great Britain and Ireland,,George_Paget_Thomson.png,,No portrait found anywhere
Jean Perrin,Nobel Prize in Physics,,male,France,,Jean_Perrin.png,https://commons.wikimedia.org/wiki/Special:FilePath/Jean Perrin 1926.jpg?width=512,Download failed
Subrahmanyan Chandrasekhar,Nobel Prize in Physics,,male,United States,,Subrahmanyan_Chandrasekhar.png,https://commons.wikimedia.org/wiki/Special:FilePath/Subrahmanyan Chandrasekhar.jpg?width=512,
Subrahmanyan Chandrasekhar,Nobel Prize in Physics,,male,India,,Subrahmanyan_Chandrasekhar.png,,No portrait found anywhere
Subrahmanyan Chandrasekhar,Nobel Prize in Physics,,male,British Raj,,Subrahmanyan_Chandrasekhar.png,,No portrait found anywhere
François Englert,Nobel Prize in Physics,,male,Belgium,,François_Englert.png,https://commons.wikimedia.org/wiki/Special:FilePath/Francois Englert (3x4 cropped).jpg?width=512,Download failed
Georges Charpak,Nobel Prize in Physics,,male,Poland,,Georges_Charpak.png,https://commons.wikimedia.org/wiki/Special:FilePath/CHARPAK Georges-24x50-2005 cropped.JPG?width=512,
Georges Charpak,Nobel Prize in Physics,,male,France,,Georges_Charpak.png,,No portrait found anywhere
Edward Victor Appleton,Nobel Prize in Physics,,male,United Kingdom,,Edward_Victor_Appleton.png,https://commons.wikimedia.org/wiki/Special:FilePath/Appleton.jpg?width=512,
John Robert Schrieffer,Nobel Prize in Physics,,male,United States,,John_Robert_Schrieffer.png,https://commons.wikimedia.org/wiki/Special:FilePath/John Robert Schrieffer 1972.jpg?width=512,Download failed
Jack Steinberger,Nobel Prize in Physics,,male,United States,,Jack_Steinberger.png,https://commons.wikimedia.org/wiki/Special:FilePath/Jack-Steinberger-2008.JPG?width=512,Download failed
Jack Steinberger,Nobel Prize in Physics,,male,Switzerland,,Jack_Steinberger.png,,No portrait found anywhere
Jack Steinberger,Nobel Prize in Physics,,male,Germany,,Jack_Steinberger.png,,No portrait found anywhere
Albert Fert,Nobel Prize in Physics,,male,France,,Albert_Fert.png,https://commons.wikimedia.org/wiki/Special:FilePath/Albert fert 15 janvier 2009 Spintronique Paris Descartes.JPG?width=512,Download failed
Q155759,Nobel Prize in Physics,,male,Soviet Union,,Q155759.png,https://commons.wikimedia.org/wiki/Special:FilePath/Igor Tamm.jpg?width=512,
Q155759,Nobel Prize in Physics,,male,Russian Empire,,Q155759.png,,No portrait found anywhere
Masatoshi Koshiba,Nobel Prize in Physics,,male,Japan,,Masatoshi_Koshiba.png,https://commons.wikimedia.org/wiki/Special:FilePath/Masatoshi Koshiba 2002.jpg?width=512,Download failed
Masatoshi Koshiba,Nobel Prize in Physics,,male,Empire of Japan,,Masatoshi_Koshiba.png,,No portrait found anywhere
Hideki Yukawa,Nobel Prize in Physics,,male,Japan,,Hideki_Yukawa.png,https://commons.wikimedia.org/wiki/Special:FilePath/Yukawa.jpg?width=512,
Hideki Yukawa,Nobel Prize in Physics,,male,Empire of Japan,,Hideki_Yukawa.png,,No portrait found anywhere
Louis Néel,Nobel Prize in Physics,,male,France,,Louis_Néel.png,https://commons.wikimedia.org/wiki/Special:FilePath/Louis Néel 1970b.jpg?width=512,Download failed
Dennis Gabor,Nobel Prize in Physics,,male,Hungary,,Dennis_Gabor.png,https://commons.wikimedia.org/wiki/Special:FilePath/Dennis Gabor 1971.jpg?width=512,Download failed
Dennis Gabor,Nobel Prize in Physics,,male,United Kingdom,,Dennis_Gabor.png,,No portrait found anywhere
Eugene Wigner,Nobel Prize in Physics,,male,Hungary,,Eugene_Wigner.png,https://commons.wikimedia.org/wiki/Special:FilePath/Wigner.jpg?width=512,
Eugene Wigner,Nobel Prize in Physics,,male,United States,,Eugene_Wigner.png,,No portrait found anywhere
Hans Bethe,Nobel Prize in Physics,,male,United States,,Hans_Bethe.png,https://commons.wikimedia.org/wiki/Special:FilePath/Hans Bethe.jpg?width=512,Download failed
Hans Bethe,Nobel Prize in Physics,,male,German Reich,,Hans_Bethe.png,,No portrait found anywhere
Russell Alan Hulse,Nobel Prize in Physics,,male,United States,,Russell_Alan_Hulse.png,https://commons.wikimedia.org/wiki/Special:FilePath/Russell Alan Hulse.jpg?width=512,
Gustaf Dalén,Nobel Prize in Physics,,male,Sweden,,Gustaf_Dalén.png,https://commons.wikimedia.org/wiki/Special:FilePath/Nils Gustaf Dalén.jpg?width=512,
Charles Glover Barkla,Nobel Prize in Physics,,male,United Kingdom,,Charles_Glover_Barkla.png,https://commons.wikimedia.org/wiki/Special:FilePath/Charles Glover Barkla 01.jpg?width=512,Download failed
Charles Thomson Rees Wilson,Nobel Prize in Physics,,male,United Kingdom,,Charles_Thomson_Rees_Wilson.png,https://commons.wikimedia.org/wiki/Special:FilePath/CTR Wilson.jpg?width=512,
Charles Thomson Rees Wilson,Nobel Prize in Physics,,male,United Kingdom of Great Britain and Ireland,,Charles_Thomson_Rees_Wilson.png,,No portrait found anywhere
William Shockley,Nobel Prize in Physics,,male,United States,,William_Shockley.png,"https://commons.wikimedia.org/wiki/Special:FilePath/William Shockley, Stanford University.jpg?width=512",Download failed
William Shockley,Nobel Prize in Physics,,male,United Kingdom,,William_Shockley.png,,No portrait found anywhere
Isidor Isaac Rabi,Nobel Prize in Physics,,male,United States,,Isidor_Isaac_Rabi.png,https://commons.wikimedia.org/wiki/Special:FilePath/II Rabi.jpg?width=512,Download failed
Isidor Isaac Rabi,Nobel Prize in Physics,,male,Cisleithania,,Isidor_Isaac_Rabi.png,,No portrait found anywhere
